Timestamp,Sensor_ID,Voltage (V),Current (A),Temperature (°C),Power (W),Humidity (%),Vibration (m/s²),Equipment_ID,Operational Status,Fault Status,Failure Type,Last Maintenance Date,Maintenance Type,Failure History,Repair Time (hrs),Maintenance Costs (USD),Ambient Temperature (°C),Ambient Humidity (%),External Factors,X,Y,Z,Equipment Relationship,Equipment Criticality,Fault Detected,Predictive Maintenance Trigger,Vibration (m/s²)_lag_1,Vibration (m/s²)_lag_2,Temperature (°C)_lag_1,Temperature (°C)_lag_2,Vibration (m/s²)_roll_mean_1,Vibration (m/s²)_roll_mean_4,Vibration (m/s²)_roll_mean_8,Temperature (°C)_roll_mean_1,Temperature (°C)_roll_mean_4,Temperature (°C)_roll_mean_8,Failure_next_24h
2024-01-08 20:00:00,S_189,118,0.8,28,94.4,48,0.35,E_39,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,88,38,8,Dependent,High,0,1,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-01 18:00:00,S_19,118,0.8,28,94.4,48,0.35,E_19,Operational,Fault Detected,Overheating,2024-12-01,Preventive,Fault Detected,8,230,23,43,Clear Weather,18,18,18,Independent,High,1,0,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-08 21:00:00,S_190,119,0.9,29,107.1,49,0.4,E_40,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,9,240,24,44,Storm,89,39,9,Independent,Medium,1,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-08 22:00:00,S_191,110,0.5,20,55.0,40,0.2,E_41,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,90,40,10,Dependent,High,0,0,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-08 23:00:00,S_192,111,0.6,21,66.6,41,0.25,E_42,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,91,41,11,Dependent,Medium,0,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-09 00:00:00,S_193,112,0.7,22,78.4,42,0.3,E_43,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,7,170,22,42,Clear Weather,92,42,12,Independent,High,1,1,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-09 01:00:00,S_194,113,0.8,23,90.4,43,0.35,E_44,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,93,43,13,Dependent,Medium,0,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-09 02:00:00,S_195,114,0.9,24,102.6,44,0.4,E_45,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,94,44,14,Dependent,High,0,0,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-09 03:00:00,S_196,115,0.5,25,57.5,45,0.2,E_46,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,5,200,20,40,Storm,95,45,15,Independent,Medium,1,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-09 04:00:00,S_197,116,0.6,26,69.6,46,0.25,E_47,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,96,46,16,Dependent,High,0,1,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-09 05:00:00,S_198,117,0.7,27,81.9,47,0.3,E_48,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,97,47,17,Dependent,Medium,0,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-09 06:00:00,S_199,118,0.8,28,94.4,48,0.35,E_49,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,8,230,23,43,Clear Weather,98,48,18,Independent,High,1,0,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-01 01:00:00,S_2,111,0.6,21,66.6,41,0.25,E_2,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,1,1,1,Dependent,Medium,0,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-01 19:00:00,S_20,119,0.9,29,107.1,49,0.4,E_20,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,19,19,19,Dependent,Medium,0,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-09 07:00:00,S_200,119,0.9,29,107.1,49,0.4,E_50,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,99,49,19,Dependent,Medium,0,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-09 08:00:00,S_201,110,0.5,20,55.0,40,0.2,E_1,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,0,0,20,Dependent,High,0,1,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-09 09:00:00,S_202,111,0.6,21,66.6,41,0.25,E_2,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,6,160,21,41,Storm,1,1,21,Independent,Medium,1,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-09 10:00:00,S_203,112,0.7,22,78.4,42,0.3,E_3,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,2,2,22,Dependent,High,0,0,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-09 11:00:00,S_204,113,0.8,23,90.4,43,0.35,E_4,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,3,3,23,Dependent,Medium,0,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-09 12:00:00,S_205,114,0.9,24,102.6,44,0.4,E_5,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,9,190,24,44,Clear Weather,4,4,24,Independent,High,1,1,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-09 13:00:00,S_206,115,0.5,25,57.5,45,0.2,E_6,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,5,5,25,Dependent,Medium,0,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-09 14:00:00,S_207,116,0.6,26,69.6,46,0.25,E_7,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,6,6,26,Dependent,High,0,0,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-09 15:00:00,S_208,117,0.7,27,81.9,47,0.3,E_8,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,7,220,22,42,Storm,7,7,27,Independent,Medium,1,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-09 16:00:00,S_209,118,0.8,28,94.4,48,0.35,E_9,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,8,8,28,Dependent,High,0,1,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-01 20:00:00,S_21,110,0.5,20,55.0,40,0.2,E_21,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,20,20,20,Dependent,High,0,1,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-09 17:00:00,S_210,119,0.9,29,107.1,49,0.4,E_10,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,9,9,29,Dependent,Medium,0,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-09 18:00:00,S_211,110,0.5,20,55.0,40,0.2,E_11,Operational,Fault Detected,Overheating,2024-12-01,Preventive,Fault Detected,5,150,20,40,Clear Weather,10,10,0,Independent,High,1,0,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-09 19:00:00,S_212,111,0.6,21,66.6,41,0.25,E_12,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,11,11,1,Dependent,Medium,0,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-09 20:00:00,S_213,112,0.7,22,78.4,42,0.3,E_13,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,12,12,2,Dependent,High,0,1,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-09 21:00:00,S_214,113,0.8,23,90.4,43,0.35,E_14,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,8,180,23,43,Storm,13,13,3,Independent,Medium,1,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-09 22:00:00,S_215,114,0.9,24,102.6,44,0.4,E_15,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,14,14,4,Dependent,High,0,0,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-09 23:00:00,S_216,115,0.5,25,57.5,45,0.2,E_16,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,15,15,5,Dependent,Medium,0,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-10 00:00:00,S_217,116,0.6,26,69.6,46,0.25,E_17,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,6,210,21,41,Clear Weather,16,16,6,Independent,High,1,1,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-10 01:00:00,S_218,117,0.7,27,81.9,47,0.3,E_18,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,17,17,7,Dependent,Medium,0,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-10 02:00:00,S_219,118,0.8,28,94.4,48,0.35,E_19,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,18,18,8,Dependent,High,0,0,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-01 21:00:00,S_22,111,0.6,21,66.6,41,0.25,E_22,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,6,160,21,41,Storm,21,21,21,Independent,Medium,1,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-10 03:00:00,S_220,119,0.9,29,107.1,49,0.4,E_20,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,9,240,24,44,Storm,19,19,9,Independent,Medium,1,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-10 04:00:00,S_221,110,0.5,20,55.0,40,0.2,E_21,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,20,20,10,Dependent,High,0,1,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-10 05:00:00,S_222,111,0.6,21,66.6,41,0.25,E_22,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,21,21,11,Dependent,Medium,0,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-10 06:00:00,S_223,112,0.7,22,78.4,42,0.3,E_23,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,7,170,22,42,Clear Weather,22,22,12,Independent,High,1,0,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-10 07:00:00,S_224,113,0.8,23,90.4,43,0.35,E_24,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,23,23,13,Dependent,Medium,0,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-10 08:00:00,S_225,114,0.9,24,102.6,44,0.4,E_25,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,24,24,14,Dependent,High,0,1,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-10 09:00:00,S_226,115,0.5,25,57.5,45,0.2,E_26,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,5,200,20,40,Storm,25,25,15,Independent,Medium,1,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-10 10:00:00,S_227,116,0.6,26,69.6,46,0.25,E_27,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,26,26,16,Dependent,High,0,0,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-10 11:00:00,S_228,117,0.7,27,81.9,47,0.3,E_28,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,27,27,17,Dependent,Medium,0,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-10 12:00:00,S_229,118,0.8,28,94.4,48,0.35,E_29,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,8,230,23,43,Clear Weather,28,28,18,Independent,High,1,1,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-01 22:00:00,S_23,112,0.7,22,78.4,42,0.3,E_23,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,22,22,22,Dependent,High,0,0,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-10 13:00:00,S_230,119,0.9,29,107.1,49,0.4,E_30,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,29,29,19,Dependent,Medium,0,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-10 14:00:00,S_231,110,0.5,20,55.0,40,0.2,E_31,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,30,30,20,Dependent,High,0,0,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-10 15:00:00,S_232,111,0.6,21,66.6,41,0.25,E_32,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,6,160,21,41,Storm,31,31,21,Independent,Medium,1,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-10 16:00:00,S_233,112,0.7,22,78.4,42,0.3,E_33,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,32,32,22,Dependent,High,0,1,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-10 17:00:00,S_234,113,0.8,23,90.4,43,0.35,E_34,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,33,33,23,Dependent,Medium,0,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-10 18:00:00,S_235,114,0.9,24,102.6,44,0.4,E_35,Operational,Fault Detected,Overheating,2024-12-01,Preventive,Fault Detected,9,190,24,44,Clear Weather,34,34,24,Independent,High,1,0,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-10 19:00:00,S_236,115,0.5,25,57.5,45,0.2,E_36,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,35,35,25,Dependent,Medium,0,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-10 20:00:00,S_237,116,0.6,26,69.6,46,0.25,E_37,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,36,36,26,Dependent,High,0,1,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-10 21:00:00,S_238,117,0.7,27,81.9,47,0.3,E_38,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,7,220,22,42,Storm,37,37,27,Independent,Medium,1,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-10 22:00:00,S_239,118,0.8,28,94.4,48,0.35,E_39,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,38,38,28,Dependent,High,0,0,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-01 23:00:00,S_24,113,0.8,23,90.4,43,0.35,E_24,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,23,23,23,Dependent,Medium,0,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-10 23:00:00,S_240,119,0.9,29,107.1,49,0.4,E_40,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,39,39,29,Dependent,Medium,0,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-11 00:00:00,S_241,110,0.5,20,55.0,40,0.2,E_41,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,5,150,20,40,Clear Weather,40,40,0,Independent,High,1,1,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-11 01:00:00,S_242,111,0.6,21,66.6,41,0.25,E_42,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,41,41,1,Dependent,Medium,0,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-11 02:00:00,S_243,112,0.7,22,78.4,42,0.3,E_43,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,42,42,2,Dependent,High,0,0,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-11 03:00:00,S_244,113,0.8,23,90.4,43,0.35,E_44,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,8,180,23,43,Storm,43,43,3,Independent,Medium,1,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-11 04:00:00,S_245,114,0.9,24,102.6,44,0.4,E_45,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,44,44,4,Dependent,High,0,1,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-11 05:00:00,S_246,115,0.5,25,57.5,45,0.2,E_46,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,45,45,5,Dependent,Medium,0,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-11 06:00:00,S_247,116,0.6,26,69.6,46,0.25,E_47,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,6,210,21,41,Clear Weather,46,46,6,Independent,High,1,0,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-11 07:00:00,S_248,117,0.7,27,81.9,47,0.3,E_48,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,47,47,7,Dependent,Medium,0,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-11 08:00:00,S_249,118,0.8,28,94.4,48,0.35,E_49,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,48,48,8,Dependent,High,0,1,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-02 00:00:00,S_25,114,0.9,24,102.6,44,0.4,E_25,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,9,190,24,44,Clear Weather,24,24,24,Independent,High,1,1,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-11 09:00:00,S_250,119,0.9,29,107.1,49,0.4,E_50,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,9,240,24,44,Storm,49,49,9,Independent,Medium,1,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-11 10:00:00,S_251,110,0.5,20,55.0,40,0.2,E_1,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,50,0,10,Dependent,High,0,0,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-11 11:00:00,S_252,111,0.6,21,66.6,41,0.25,E_2,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,51,1,11,Dependent,Medium,0,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-11 12:00:00,S_253,112,0.7,22,78.4,42,0.3,E_3,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,7,170,22,42,Clear Weather,52,2,12,Independent,High,1,1,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-11 13:00:00,S_254,113,0.8,23,90.4,43,0.35,E_4,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,53,3,13,Dependent,Medium,0,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-11 14:00:00,S_255,114,0.9,24,102.6,44,0.4,E_5,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,54,4,14,Dependent,High,0,0,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-11 15:00:00,S_256,115,0.5,25,57.5,45,0.2,E_6,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,5,200,20,40,Storm,55,5,15,Independent,Medium,1,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-11 16:00:00,S_257,116,0.6,26,69.6,46,0.25,E_7,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,56,6,16,Dependent,High,0,1,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-11 17:00:00,S_258,117,0.7,27,81.9,47,0.3,E_8,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,57,7,17,Dependent,Medium,0,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-11 18:00:00,S_259,118,0.8,28,94.4,48,0.35,E_9,Operational,Fault Detected,Overheating,2024-12-01,Preventive,Fault Detected,8,230,23,43,Clear Weather,58,8,18,Independent,High,1,0,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-02 01:00:00,S_26,115,0.5,25,57.5,45,0.2,E_26,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,25,25,25,Dependent,Medium,0,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-11 19:00:00,S_260,119,0.9,29,107.1,49,0.4,E_10,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,59,9,19,Dependent,Medium,0,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-11 20:00:00,S_261,110,0.5,20,55.0,40,0.2,E_11,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,60,10,20,Dependent,High,0,1,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-11 21:00:00,S_262,111,0.6,21,66.6,41,0.25,E_12,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,6,160,21,41,Storm,61,11,21,Independent,Medium,1,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-11 22:00:00,S_263,112,0.7,22,78.4,42,0.3,E_13,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,62,12,22,Dependent,High,0,0,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-11 23:00:00,S_264,113,0.8,23,90.4,43,0.35,E_14,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,63,13,23,Dependent,Medium,0,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-12 00:00:00,S_265,114,0.9,24,102.6,44,0.4,E_15,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,9,190,24,44,Clear Weather,64,14,24,Independent,High,1,1,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-12 01:00:00,S_266,115,0.5,25,57.5,45,0.2,E_16,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,65,15,25,Dependent,Medium,0,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-12 02:00:00,S_267,116,0.6,26,69.6,46,0.25,E_17,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,66,16,26,Dependent,High,0,0,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-12 03:00:00,S_268,117,0.7,27,81.9,47,0.3,E_18,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,7,220,22,42,Storm,67,17,27,Independent,Medium,1,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-12 04:00:00,S_269,118,0.8,28,94.4,48,0.35,E_19,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,68,18,28,Dependent,High,0,1,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-02 02:00:00,S_27,116,0.6,26,69.6,46,0.25,E_27,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,26,26,26,Dependent,High,0,0,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-12 05:00:00,S_270,119,0.9,29,107.1,49,0.4,E_20,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,69,19,29,Dependent,Medium,0,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-12 06:00:00,S_271,110,0.5,20,55.0,40,0.2,E_21,Operational,Fault Detected,Overheating,2024-12-01,Preventive,Fault Detected,5,150,20,40,Clear Weather,70,20,0,Independent,High,1,0,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-12 07:00:00,S_272,111,0.6,21,66.6,41,0.25,E_22,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,71,21,1,Dependent,Medium,0,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-12 08:00:00,S_273,112,0.7,22,78.4,42,0.3,E_23,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,72,22,2,Dependent,High,0,1,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-12 09:00:00,S_274,113,0.8,23,90.4,43,0.35,E_24,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,8,180,23,43,Storm,73,23,3,Independent,Medium,1,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-12 10:00:00,S_275,114,0.9,24,102.6,44,0.4,E_25,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,74,24,4,Dependent,High,0,0,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-12 11:00:00,S_276,115,0.5,25,57.5,45,0.2,E_26,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,75,25,5,Dependent,Medium,0,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-12 12:00:00,S_277,116,0.6,26,69.6,46,0.25,E_27,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,6,210,21,41,Clear Weather,76,26,6,Independent,High,1,1,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-12 13:00:00,S_278,117,0.7,27,81.9,47,0.3,E_28,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,77,27,7,Dependent,Medium,0,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-12 14:00:00,S_279,118,0.8,28,94.4,48,0.35,E_29,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,78,28,8,Dependent,High,0,0,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-02 03:00:00,S_28,117,0.7,27,81.9,47,0.3,E_28,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,7,220,22,42,Storm,27,27,27,Independent,Medium,1,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
